att_id,emp_id,att_date,status
141,2,2024-02-20,Present
142,2,2024-02-21,Present
143,2,2024-02-22,Absent
144,2,2024-02-23,Present
145,2,2024-02-24,Holiday
146,2,2024-02-25,Holiday
147,2,2024-02-26,Present
148,2,2024-02-27,Present
149,2,2024-02-28,Present
150,2,2024-03-01,Present
151,2,2024-03-02,Holiday
152,2,2024-03-03,Holiday
153,2,2024-03-04,Present
154,2,2024-03-05,Holiday
155,2,2024-03-06,Present
156,2,2024-03-07,Present
157,2,2024-03-08,Present
158,2,2024-03-09,Holiday
159,2,2024-03-10,Holiday
160,2,2024-03-11,Holiday
161,2,2024-03-12,Present
162,2,2024-03-13,Present
163,2,2024-03-14,Leave
164,2,2024-03-15,Present
165,2,2024-03-16,Holiday
166,2,2024-03-17,Holiday
167,2,2024-03-18,Present
168,2,2024-03-19,Present
169,2,2024-03-20,Leave
170,2,2024-03-21,Absent
171,2,2024-03-22,Holiday
172,2,2024-03-23,Holiday
173,2,2024-03-24,Holiday
174,2,2024-03-25,Holiday
175,2,2024-03-26,Present
176,2,2024-03-27,Present
177,2,2024-03-28,Present
178,2,2024-03-29,Present
179,2,2024-03-30,Holiday
180,2,2024-03-31,Holiday
181,3,2024-01-01,Present
182,3,2024-01-02,Holiday
183,3,2024-01-03,Present
184,3,2024-01-04,Present
185,3,2024-01-05,Holiday
186,3,2024-01-06,Holiday
187,3,2024-01-07,Holiday
188,3,2024-01-08,Present
189,3,2024-01-09,Holiday
190,3,2024-01-10,Leave
191,3,2024-01-11,Present
192,3,2024-01-12,Present
193,3,2024-01-13,Holiday
194,3,2024-01-14,Holiday
195,3,2024-01-15,Present
196,3,2024-01-16,Leave
197,3,2024-01-17,Absent
198,3,2024-01-18,Leave
199,3,2024-01-19,Leave
200,3,2024-01-20,Holiday
201,3,2024-01-21,Holiday
202,3,2024-01-22,Holiday
203,3,2024-01-23,Present
204,3,2024-01-24,Present
205,3,2024-01-25,Present
206,3,2024-01-26,Leave
207,3,2024-01-27,Holiday
208,3,2024-01-28,Holiday
209,3,2024-01-29,Absent
210,3,2024-01-30,Present
211,3,2024-01-31,Present
212,3,2024-02-01,Present
213,3,2024-02-02,Present
214,3,2024-02-03,Holiday
215,3,2024-02-04,Holiday
216,3,2024-02-05,Holiday
217,3,2024-02-06,Present
218,3,2024-02-07,Leave
219,3,2024-02-08,Present
220,3,2024-02-09,Present
221,3,2024-02-10,Holiday
222,3,2024-02-11,Holiday
223,3,2024-02-12,Holiday
224,3,2024-02-13,Present
225,3,2024-02-14,Present
226,3,2024-02-15,Holiday
227,3,2024-02-16,Present
228,3,2024-02-17,Holiday
229,3,2024-02-18,Holiday
230,3,2024-02-19,Present
231,3,2024-02-20,Present
232,3,2024-02-21,Present
233,3,2024-02-22,Present
234,3,2024-02-23,Present
235,3,2024-02-24,Holiday
236,3,2024-02-25,Holiday
237,3,2024-02-26,Leave
238,3,2024-02-27,Holiday
239,3,2024-02-28,Holiday
240,3,2024-03-01,Present
241,3,2024-03-02,Holiday
242,3,2024-03-03,Holiday
243,3,2024-03-04,Leave
244,3,2024-03-05,Present
245,3,2024-03-06,Present
246,3,2024-03-07,Leave
247,3,2024-03-08,Present
248,3,2024-03-09,Holiday
249,3,2024-03-10,Holiday
250,3,2024-03-11,Leave
251,3,2024-03-12,Present
252,3,2024-03-13,Holiday
253,3,2024-03-14,Present
254,3,2024-03-15,Leave
255,3,2024-03-16,Holiday
256,3,2024-03-17,Holiday
257,3,2024-03-18,Holiday
258,3,2024-03-19,Present
259,3,2024-03-20,Present
260,3,2024-03-21,Present
261,3,2024-03-22,Present
262,3,2024-03-23,Holiday
263,3,2024-03-24,Holiday
264,3,2024-03-25,Present
265,3,2024-03-26,Present
266,3,2024-03-27,Absent
267,3,2024-03-28,Present
268,3,2024-03-29,Present
269,3,2024-03-30,Holiday
270,3,2024-03-31,Holiday
271,4,2024-01-01,Present
272,4,2024-01-02,Present
273,4,2024-01-03,Leave
274,4,2024-01-04,Absent
275,4,2024-01-05,Present
276,4,2024-01-06,Holiday
277,4,2024-01-07,Holiday
278,4,2024-01-08,Present
279,4,2024-01-09,Absent
280,4,2024-01-10,Present
281,4,2024-01-11,Present
282,4,2024-01-12,Leave
283,4,2024-01-13,Holiday
284,4,2024-01-14,Holiday
285,4,2024-01-15,Present
286,4,2024-01-16,Present
287,4,2024-01-17,Holiday
288,4,2024-01-18,Absent
289,4,2024-01-19,Present
290,4,2024-01-20,Holiday
291,4,2024-01-21,Holiday
292,4,2024-01-22,Present
293,4,2024-01-23,Holiday
294,4,2024-01-24,Present
295,4,2024-01-25,Present
296,4,2024-01-26,Present
297,4,2024-01-27,Holiday
298,4,2024-01-28,Holiday
299,4,2024-01-29,Present
300,4,2024-01-30,Present
301,4,2024-01-31,Absent
302,4,2024-02-01,Present
303,4,2024-02-02,Present
304,4,2024-02-03,Holiday
305,4,2024-02-04,Holiday
306,4,2024-02-05,Absent
307,4,2024-02-06,Present
308,4,2024-02-07,Present
309,4,2024-02-08,Holiday
310,4,2024-02-09,Present
311,4,2024-02-10,Holiday
312,4,2024-02-11,Holiday
313,4,2024-02-12,Present
314,4,2024-02-13,Present
315,4,2024-02-14,Present
316,4,2024-02-15,Present
317,4,2024-02-16,Present
318,4,2024-02-17,Holiday
319,4,2024-02-18,Holiday
320,4,2024-02-19,Present
321,4,2024-02-20,Present
322,4,2024-02-21,Present
323,4,2024-02-22,Present
324,4,2024-02-23,Present
325,4,2024-02-24,Holiday
326,4,2024-02-25,Holiday
327,4,2024-02-26,Present
328,4,2024-02-27,Absent
329,4,2024-02-28,Present
330,4,2024-03-01,Present
331,4,2024-03-02,Holiday
332,4,2024-03-03,Holiday
333,4,2024-03-04,Holiday
334,4,2024-03-05,Present
335,4,2024-03-06,Present
336,4,2024-03-07,Present
337,4,2024-03-08,Leave
338,4,2024-03-09,Holiday
339,4,2024-03-10,Holiday
340,4,2024-03-11,Present
341,4,2024-03-12,Present
342,4,2024-03-13,Present
343,4,2024-03-14,Absent
344,4,2024-03-15,Present
345,4,2024-03-16,Holiday
346,4,2024-03-17,Holiday
347,4,2024-03-18,Present
348,4,2024-03-19,Present
349,4,2024-03-20,Holiday
350,4,2024-03-21,Leave
351,4,2024-03-22,Present
352,4,2024-03-23,Holiday
353,4,2024-03-24,Holiday
354,4,2024-03-25,Present
355,4,2024-03-26,Present
356,4,2024-03-27,Present
357,4,2024-03-28,Present
358,4,2024-03-29,Absent
359,4,2024-03-30,Holiday
360,4,2024-03-31,Holiday
361,5,2024-01-01,Leave
362,5,2024-01-02,Present
363,5,2024-01-03,Present
364,5,2024-01-04,Present
365,5,2024-01-05,Present
366,5,2024-01-06,Holiday
367,5,2024-01-07,Holiday
368,5,2024-01-08,Leave
369,5,2024-01-09,Present
370,5,2024-01-10,Present
371,5,2024-01-11,Absent
372,5,2024-01-12,Leave
373,5,2024-01-13,Holiday
374,5,2024-01-14,Holiday
375,5,2024-01-15,Present
376,5,2024-01-16,Present
377,5,2024-01-17,Present
378,5,2024-01-18,Present
379,5,2024-01-19,Leave
380,5,2024-01-20,Holiday
381,5,2024-01-21,Holiday
382,5,2024-01-22,Present
383,5,2024-01-23,Holiday
384,5,2024-01-24,Present
385,5,2024-01-25,Present
386,5,2024-01-26,Holiday
387,5,2024-01-27,Holiday
388,5,2024-01-28,Holiday
389,5,2024-01-29,Absent
390,5,2024-01-30,Present
391,5,2024-01-31,Present
392,5,2024-02-01,Present
393,5,2024-02-02,Present
394,5,2024-02-03,Holiday
395,5,2024-02-04,Holiday
396,5,2024-02-05,Present
397,5,2024-02-06,Leave
398,5,2024-02-07,Absent
399,5,2024-02-08,Present
400,5,2024-02-09,Present
401,5,2024-02-10,Holiday
402,5,2024-02-11,Holiday
403,5,2024-02-12,Present
404,5,2024-02-13,Absent
405,5,2024-02-14,Leave
406,5,2024-02-15,Absent
407,5,2024-02-16,Present
408,5,2024-02-17,Holiday
409,5,2024-02-18,Holiday
410,5,2024-02-19,Present
411,5,2024-02-20,Present
412,5,2024-02-21,Present
413,5,2024-02-22,Present
414,5,2024-02-23,Present
415,5,2024-02-24,Holiday
416,5,2024-02-25,Holiday
417,5,2024-02-26,Present
418,5,2024-02-27,Leave
419,5,2024-02-28,Absent
420,5,2024-03-01,Absent
421,5,2024-03-02,Holiday
422,5,2024-03-03,Holiday
423,5,2024-03-04,Leave
424,5,2024-03-05,Present
425,5,2024-03-06,Leave
426,5,2024-03-07,Present
427,5,2024-03-08,Present
428,5,2024-03-09,Holiday
429,5,2024-03-10,Holiday
430,5,2024-03-11,Present
431,5,2024-03-12,Leave
432,5,2024-03-13,Present
433,5,2024-03-14,Present
434,5,2024-03-15,Absent
435,5,2024-03-16,Holiday
436,5,2024-03-17,Holiday
437,5,2024-03-18,Leave
438,5,2024-03-19,Present
439,5,2024-03-20,Absent
440,5,2024-03-21,Absent
441,5,2024-03-22,Present
442,5,2024-03-23,Holiday
443,5,2024-03-24,Holiday
444,5,2024-03-25,Present
445,5,2024-03-26,Present
446,5,2024-03-27,Leave
447,5,2024-03-28,Absent
448,5,2024-03-29,Leave
449,5,2024-03-30,Holiday
450,5,2024-03-31,Holiday
451,6,2024-01-01,Absent
452,6,2024-01-02,Holiday
453,6,2024-01-03,Holiday
454,6,2024-01-04,Holiday
455,6,2024-01-05,Present
456,6,2024-01-06,Holiday
457,6,2024-01-07,Holiday
458,6,2024-01-08,Holiday
459,6,2024-01-09,Present
460,6,2024-01-10,Present
461,6,2024-01-11,Present
462,6,2024-01-12,Absent
463,6,2024-01-13,Holiday
464,6,2024-01-14,Holiday
465,6,2024-01-15,Present
466,6,2024-01-16,Present
467,6,2024-01-17,Present
468,6,2024-01-18,Present
469,6,2024-01-19,Present
470,6,2024-01-20,Holiday
471,6,2024-01-21,Holiday
472,6,2024-01-22,Present
473,6,2024-01-23,Present
474,6,2024-01-24,Present
475,6,2024-01-25,Present
476,6,2024-01-26,Holiday
477,6,2024-01-27,Holiday
478,6,2024-01-28,Holiday
479,6,2024-01-29,Present
480,6,2024-01-30,Holiday
481,6,2024-01-31,Leave
482,6,2024-02-01,Present
483,6,2024-02-02,Leave
484,6,2024-02-03,Holiday
485,6,2024-02-04,Holiday
486,6,2024-02-05,Holiday
487,6,2024-02-06,Leave
488,6,2024-02-07,Present
489,6,2024-02-08,Present
490,6,2024-02-09,Present
491,6,2024-02-10,Holiday
492,6,2024-02-11,Holiday
493,6,2024-02-12,Present
494,6,2024-02-13,Leave
495,6,2024-02-14,Present
496,6,2024-02-15,Present
497,6,2024-02-16,Holiday
498,6,2024-02-17,Holiday
499,6,2024-02-18,Holiday
500,6,2024-02-19,Present
501,6,2024-02-20,Present
502,6,2024-02-21,Present
503,6,2024-02-22,Holiday
504,6,2024-02-23,Present
505,6,2024-02-24,Holiday
506,6,2024-02-25,Holiday
507,6,2024-02-26,Holiday
508,6,2024-02-27,Absent
509,6,2024-02-28,Holiday
510,6,2024-03-01,Leave
511,6,2024-03-02,Holiday
512,6,2024-03-03,Holiday
513,6,2024-03-04,Holiday
514,6,2024-03-05,Present
515,6,2024-03-06,Holiday
516,6,2024-03-07,Holiday
517,6,2024-03-08,Present
518,6,2024-03-09,Holiday
519,6,2024-03-10,Holiday
520,6,2024-03-11,Present
521,6,2024-03-12,Present
522,6,2024-03-13,Holiday
523,6,2024-03-14,Present
524,6,2024-03-15,Present
525,6,2024-03-16,Holiday
526,6,2024-03-17,Holiday
527,6,2024-03-18,Holiday
528,6,2024-03-19,Present
529,6,2024-03-20,Present
530,6,2024-03-21,Present
531,6,2024-03-22,Present
532,6,2024-03-23,Holiday
533,6,2024-03-24,Holiday
534,6,2024-03-25,Absent
535,6,2024-03-26,Absent
536,6,2024-03-27,Present
537,6,2024-03-28,Present
538,6,2024-03-29,Present
539,6,2024-03-30,Holiday
540,6,2024-03-31,Holiday
541,7,2024-01-01,Present
542,7,2024-01-02,Leave
543,7,2024-01-03,Holiday
544,7,2024-01-04,Present
545,7,2024-01-05,Absent
546,7,2024-01-06,Holiday
547,7,2024-01-07,Holiday
548,7,2024-01-08,Present
549,7,2024-01-09,Leave
550,7,2024-01-10,Leave
551,7,2024-01-11,Present
552,7,2024-01-12,Holiday
553,7,2024-01-13,Holiday
554,7,2024-01-14,Holiday
555,7,2024-01-15,Present
556,7,2024-01-16,Present
557,7,2024-01-17,Leave
558,7,2024-01-18,Holiday
559,7,2024-01-19,Present
560,7,2024-01-20,Holiday
561,7,2024-01-21,Holiday
562,7,2024-01-22,Leave
563,7,2024-01-23,Absent
564,7,2024-01-24,Leave
565,7,2024-01-25,Present
566,7,2024-01-26,Holiday
567,7,2024-01-27,Holiday
568,7,2024-01-28,Holiday
569,7,2024-01-29,Present
570,7,2024-01-30,Present
571,7,2024-01-31,Leave
572,7,2024-02-01,Present
573,7,2024-02-02,Present
574,7,2024-02-03,Holiday
575,7,2024-02-04,Holiday
576,7,2024-02-05,Leave
577,7,2024-02-06,Present
578,7,2024-02-07,Holiday
579,7,2024-02-08,Present
580,7,2024-02-09,Present
581,7,2024-02-10,Holiday
582,7,2024-02-11,Holiday
583,7,2024-02-12,Present
584,7,2024-02-13,Leave
585,7,2024-02-14,Absent
586,7,2024-02-15,Present
587,7,2024-02-16,Holiday
588,7,2024-02-17,Holiday
589,7,2024-02-18,Holiday
590,7,2024-02-19,Absent
591,7,2024-02-20,Absent
592,7,2024-02-21,Leave
593,7,2024-02-22,Present
594,7,2024-02-23,Leave
595,7,2024-02-24,Holiday
596,7,2024-02-25,Holiday
597,7,2024-02-26,Present
598,7,2024-02-27,Present
599,7,2024-02-28,Holiday
600,7,2024-03-01,Present
601,7,2024-03-02,Holiday
602,7,2024-03-03,Holiday
603,7,2024-03-04,Present
604,7,2024-03-05,Absent
605,7,2024-03-06,Present
606,7,2024-03-07,Present
607,7,2024-03-08,Present
608,7,2024-03-09,Holiday
609,7,2024-03-10,Holiday
610,7,2024-03-11,Present
611,7,2024-03-12,Present
612,7,2024-03-13,Present
613,7,2024-03-14,Present
614,7,2024-03-15,Present
615,7,2024-03-16,Holiday
616,7,2024-03-17,Holiday
617,7,2024-03-18,Present
618,7,2024-03-19,Present
619,7,2024-03-20,Holiday
620,7,2024-03-21,Present
621,7,2024-03-22,Present
622,7,2024-03-23,Holiday
623,7,2024-03-24,Holiday
624,7,2024-03-25,Holiday
625,7,2024-03-26,Present
626,7,2024-03-27,Absent
627,7,2024-03-28,Present
628,7,2024-03-29,Present
629,7,2024-03-30,Holiday
630,7,2024-03-31,Holiday
631,8,2024-01-01,Present
632,8,2024-01-02,Present
633,8,2024-01-03,Present
634,8,2024-01-04,Present
635,8,2024-01-05,Absent
636,8,2024-01-06,Holiday
637,8,2024-01-07,Holiday
638,8,2024-01-08,Leave
639,8,2024-01-09,Absent
640,8,2024-01-10,Present
641,8,2024-01-11,Absent
642,8,2024-01-12,Present
643,8,2024-01-13,Holiday
644,8,2024-01-14,Holiday
645,8,2024-01-15,Leave
646,8,2024-01-16,Holiday
647,8,2024-01-17,Present
648,8,2024-01-18,Leave
649,8,2024-01-19,Absent
650,8,2024-01-20,Holiday
651,8,2024-01-21,Holiday
652,8,2024-01-22,Holiday
653,8,2024-01-23,Present
654,8,2024-01-24,Leave
655,8,2024-01-25,Present
656,8,2024-01-26,Present
657,8,2024-01-27,Holiday
658,8,2024-01-28,Holiday
659,8,2024-01-29,Holiday
660,8,2024-01-30,Holiday
661,8,2024-01-31,Leave
662,8,2024-02-01,Present
663,8,2024-02-02,Absent
664,8,2024-02-03,Holiday
665,8,2024-02-04,Holiday
666,8,2024-02-05,Present
667,8,2024-02-06,Present
668,8,2024-02-07,Present
669,8,2024-02-08,Holiday
670,8,2024-02-09,Present
671,8,2024-02-10,Holiday
672,8,2024-02-11,Holiday
673,8,2024-02-12,Holiday
674,8,2024-02-13,Leave
675,8,2024-02-14,Absent
676,8,2024-02-15,Present
677,8,2024-02-16,Holiday
678,8,2024-02-17,Holiday
679,8,2024-02-18,Holiday
680,8,2024-02-19,Absent
681,8,2024-02-20,Present
682,8,2024-02-21,Holiday
683,8,2024-02-22,Present
684,8,2024-02-23,Absent
685,8,2024-02-24,Holiday
686,8,2024-02-25,Holiday
687,8,2024-02-26,Present
688,8,2024-02-27,Absent
689,8,2024-02-28,Present
690,8,2024-03-01,Present
691,8,2024-03-02,Holiday
692,8,2024-03-03,Holiday
693,8,2024-03-04,Present
694,8,2024-03-05,Present
695,8,2024-03-06,Present
696,8,2024-03-07,Present
697,8,2024-03-08,Leave
698,8,2024-03-09,Holiday
699,8,2024-03-10,Holiday
700,8,2024-03-11,Holiday
701,8,2024-03-12,Present
702,8,2024-03-13,Holiday
703,8,2024-03-14,Holiday
704,8,2024-03-15,Holiday
705,8,2024-03-16,Holiday
706,8,2024-03-17,Holiday
707,8,2024-03-18,Present
708,8,2024-03-19,Present
709,8,2024-03-20,Present
710,8,2024-03-21,Present
711,8,2024-03-22,Leave
712,8,2024-03-23,Holiday
713,8,2024-03-24,Holiday
714,8,2024-03-25,Present
715,8,2024-03-26,Present
716,8,2024-03-27,Absent
717,8,2024-03-28,Holiday
718,8,2024-03-29,Absent
719,8,2024-03-30,Holiday
720,8,2024-03-31,Holiday
721,9,2024-01-01,Present
722,9,2024-01-02,Present
723,9,2024-01-03,Holiday
724,9,2024-01-04,Present
725,9,2024-01-05,Present
726,9,2024-01-06,Holiday
727,9,2024-01-07,Holiday
728,9,2024-01-08,Present
729,9,2024-01-09,Present
730,9,2024-01-10,Present
731,9,2024-01-11,Present
732,9,2024-01-12,Absent
733,9,2024-01-13,Holiday
734,9,2024-01-14,Holiday
735,9,2024-01-15,Present
736,9,2024-01-16,Present
737,9,2024-01-17,Present
738,9,2024-01-18,Present
739,9,2024-01-19,Present
740,9,2024-01-20,Holiday
741,9,2024-01-21,Holiday
742,9,2024-01-22,Present
743,9,2024-01-23,Present
744,9,2024-01-24,Present
745,9,2024-01-25,Present
746,9,2024-01-26,Holiday
747,9,2024-01-27,Holiday
748,9,2024-01-28,Holiday
749,9,2024-01-29,Present
750,9,2024-01-30,Present
751,9,2024-01-31,Present
752,9,2024-02-01,Holiday
753,9,2024-02-02,Holiday
754,9,2024-02-03,Holiday
755,9,2024-02-04,Holiday
756,9,2024-02-05,Holiday
757,9,2024-02-06,Absent
758,9,2024-02-07,Present
759,9,2024-02-08,Present
760,9,2024-02-09,Present
761,9,2024-02-10,Holiday
762,9,2024-02-11,Holiday
763,9,2024-02-12,Holiday
764,9,2024-02-13,Present
765,9,2024-02-14,Present
766,9,2024-02-15,Leave
767,9,2024-02-16,Holiday
768,9,2024-02-17,Holiday
769,9,2024-02-18,Holiday
770,9,2024-02-19,Present
771,9,2024-02-20,Present
772,9,2024-02-21,Present
773,9,2024-02-22,Present
774,9,2024-02-23,Present
775,9,2024-02-24,Holiday
776,9,2024-02-25,Holiday
777,9,2024-02-26,Present
778,9,2024-02-27,Present
779,9,2024-02-28,Present
780,9,2024-03-01,Leave
781,9,2024-03-02,Holiday
782,9,2024-03-03,Holiday
783,9,2024-03-04,Present
784,9,2024-03-05,Leave
785,9,2024-03-06,Holiday
786,9,2024-03-07,Holiday
787,9,2024-03-08,Present
788,9,2024-03-09,Holiday
789,9,2024-03-10,Holiday
790,9,2024-03-11,Leave
791,9,2024-03-12,Present
792,9,2024-03-13,Present
793,9,2024-03-14,Present
794,9,2024-03-15,Present
795,9,2024-03-16,Holiday
796,9,2024-03-17,Holiday
797,9,2024-03-18,Present
798,9,2024-03-19,Present
799,9,2024-03-20,Present
800,9,2024-03-21,Present
801,9,2024-03-22,Present
802,9,2024-03-23,Holiday
803,9,2024-03-24,Holiday
804,9,2024-03-25,Present
805,9,2024-03-26,Present
806,9,2024-03-27,Present
807,9,2024-03-28,Present
808,9,2024-03-29,Leave
809,9,2024-03-30,Holiday
810,9,2024-03-31,Holiday
811,10,2024-01-01,Present
812,10,2024-01-02,Leave
813,10,2024-01-03,Present
814,10,2024-01-04,Present
815,10,2024-01-05,Present
816,10,2024-01-06,Holiday
817,10,2024-01-07,Holiday
818,10,2024-01-08,Present
819,10,2024-01-09,Present
820,10,2024-01-10,Present
821,10,2024-01-11,Present
822,10,2024-01-12,Present
823,10,2024-01-13,Holiday
824,10,2024-01-14,Holiday
825,10,2024-01-15,Present
826,10,2024-01-16,Present
827,10,2024-01-17,Holiday
828,10,2024-01-18,Present
829,10,2024-01-19,Holiday
830,10,2024-01-20,Holiday
831,10,2024-01-21,Holiday
832,10,2024-01-22,Present
833,10,2024-01-23,Leave
834,10,2024-01-24,Present
835,10,2024-01-25,Holiday
836,10,2024-01-26,Holiday
837,10,2024-01-27,Holiday
838,10,2024-01-28,Holiday
839,10,2024-01-29,Present
840,10,2024-01-30,Present
841,10,2024-01-31,Leave
842,10,2024-02-01,Absent
843,10,2024-02-02,Present
844,10,2024-02-03,Holiday
845,10,2024-02-04,Holiday
846,10,2024-02-05,Present
847,10,2024-02-06,Present
848,10,2024-02-07,Present
849,10,2024-02-08,Present
850,10,2024-02-09,Present
851,10,2024-02-10,Holiday
852,10,2024-02-11,Holiday
853,10,2024-02-12,Present
854,10,2024-02-13,Present
855,10,2024-02-14,Holiday
856,10,2024-02-15,Holiday
857,10,2024-02-16,Present
858,10,2024-02-17,Holiday
859,10,2024-02-18,Holiday
860,10,2024-02-19,Present
861,10,2024-02-20,Leave
862,10,2024-02-21,Holiday
863,10,2024-02-22,Present
864,10,2024-02-23,Holiday
865,10,2024-02-24,Holiday
866,10,2024-02-25,Holiday
867,10,2024-02-26,Absent
868,10,2024-02-27,Leave
869,10,2024-02-28,Absent
870,10,2024-03-01,Absent
871,10,2024-03-02,Holiday
872,10,2024-03-03,Holiday
873,10,2024-03-04,Present
874,10,2024-03-05,Present
875,10,2024-03-06,Absent
876,10,2024-03-07,Leave
877,10,2024-03-08,Holiday
878,10,2024-03-09,Holiday
879,10,2024-03-10,Holiday
880,10,2024-03-11,Present
881,10,2024-03-12,Leave
882,10,2024-03-13,Present
883,10,2024-03-14,Holiday
884,10,2024-03-15,Present
885,10,2024-03-16,Holiday
886,10,2024-03-17,Holiday
887,10,2024-03-18,Absent
888,10,2024-03-19,Present
889,10,2024-03-20,Absent
890,10,2024-03-21,Present
891,10,2024-03-22,Leave
892,10,2024-03-23,Holiday
893,10,2024-03-24,Holiday
894,10,2024-03-25,Present
895,10,2024-03-26,Holiday
896,10,2024-03-27,Leave
897,10,2024-03-28,Present
898,10,2024-03-29,Present
899,10,2024-03-30,Holiday
900,10,2024-03-31,Holiday
901,11,2024-01-01,Present
902,11,2024-01-02,Present
903,11,2024-01-03,Present
904,11,2024-01-04,Present
905,11,2024-01-05,Leave
906,11,2024-01-06,Holiday
907,11,2024-01-07,Holiday
908,11,2024-01-08,Present
909,11,2024-01-09,Present
910,11,2024-01-10,Present
911,11,2024-01-11,Holiday
912,11,2024-01-12,Present
913,11,2024-01-13,Holiday
914,11,2024-01-14,Holiday
915,11,2024-01-15,Present
916,11,2024-01-16,Holiday
917,11,2024-01-17,Present
918,11,2024-01-18,Present
919,11,2024-01-19,Leave
920,11,2024-01-20,Holiday
921,11,2024-01-21,Holiday
922,11,2024-01-22,Holiday
923,11,2024-01-23,Holiday
924,11,2024-01-24,Present
925,11,2024-01-25,Holiday
926,11,2024-01-26,Present
927,11,2024-01-27,Holiday
928,11,2024-01-28,Holiday
929,11,2024-01-29,Leave
930,11,2024-01-30,Present
931,11,2024-01-31,Present
932,11,2024-02-01,Present
933,11,2024-02-02,Present
934,11,2024-02-03,Holiday
935,11,2024-02-04,Holiday
